vol,ask,bid,open,close,high,low,start,end
932956,75216.5,75202.5,2681.25,2686.25,2689.25,2680.25,2017-07-12 08:30:00,2017-07-12 15:45:00
791817,75325.25,75312,2687.5,2691.75,2692.5,2684.5,2017-07-13 08:30:00,2017-07-13 15:45:00
928160,75559.25,75545.25,2692.5,2702,2706.75,2689.75,2017-07-14 08:30:00,2017-07-14 15:45:00
718146,75705,75691,2700.75,2704.5,2706,2699.75,2017-07-17 08:30:00,2017-07-17 15:45:00
882657,75614.5,75600.5,2699,2705.25,2704,2693.5,2017-07-18 08:30:00,2017-07-18 15:45:00
818730,75953,75939,2706.25,2717.25,2717.25,2706.25,2017-07-19 08:30:00,2017-07-19 15:45:00
932659,76118.5,76105.75,2720.25,2717.5,2720.75,2711,2017-07-20 08:30:00,2017-07-20 15:45:00
916034,75969,75956,2713.5,2715,2715.75,2708.25,2017-07-21 08:30:00,2017-07-21 15:45:00
687842,75970.25,75956.75,2713.5,2712.5,2716,2709,2017-07-24 08:30:00,2017-07-24 15:45:00
896353,76227,76214,2722.5,2720.5,2724.25,2718,2017-07-25 08:30:00,2017-07-25 15:45:00
795883,76213.75,76199.75,2724.25,2719.5,2724.5,2717,2017-07-26 08:30:00,2017-07-26 15:45:00
1474425,76123.25,76109.75,2725,2717.25,2726,2702.5,2017-07-27 08:30:00,2017-07-27 15:45:00
915678,75953.75,75940,2711.75,2716.75,2716.5,2707,2017-07-28 08:30:00,2017-07-28 15:45:00
1023988,76045,76031,2719.25,2714.25,2720.5,2710.75,2017-07-31 08:30:00,2017-07-31 15:45:00
823618,76117.25,76103.5,2721.25,2719.5,2721.5,2713.5,2017-08-01 08:30:00,2017-08-01 15:45:00
1153627,76047.25,76033.5,2720.5,2719,2721.25,2708.75,2017-08-02 08:30:00,2017-08-02 15:45:00
915805,76063.5,76049.5,2718.75,2716.5,2719.25,2711.5,2017-08-03 08:30:00,2017-08-03 15:45:00
875933,76133.75,76120.25,2720,2717.5,2723.25,2714.75,2017-08-04 08:30:00,2017-08-04 15:45:00
470335,76209.5,76195.5,2719.75,2723.25,2723.75,2718.5,2017-08-07 08:30:00,2017-08-07 15:45:00
1235064,76305.75,76292,2719.75,2718,2734,2713,2017-08-08 08:30:00,2017-08-08 15:45:00
1210389,75943.75,75930.25,2709.5,2719,2719.5,2704.75,2017-08-09 08:30:00,2017-08-09 15:45:00
2027103,75478.25,75464.25,2707,2680.5,2708.5,2681.25,2017-08-10 08:30:00,2017-08-10 15:45:00
1245384,75252.5,75238.5,2688,2685.25,2692,2681.5,2017-08-11 08:30:00,2017-08-11 15:45:00
1233052,75849,75835.25,2698.5,2709.25,2712,2698.25,2017-08-14 08:30:00,2017-08-14 15:45:00
835421,75887.5,75873.75,2715,2709.75,2715.25,2705.5,2017-08-15 08:30:00,2017-08-15 15:45:00
968610,76027,76013,2715.25,2712.75,2719.5,2708,2017-08-16 08:30:00,2017-08-16 15:45:00
1994164,75411.5,75397.5,2705.75,2671,2709.5,2673.25,2017-08-17 08:30:00,2017-08-17 15:45:00
1829847,74898.75,74884.75,2673.75,2671.25,2685,2665,2017-08-18 08:30:00,2017-08-18 15:45:00
1087979,74778.5,74764.5,2669.75,2673.75,2675,2661.25,2017-08-21 08:30:00,2017-08-21 15:45:00
1119612,75366.25,75353,2679,2699.5,2699.5,2678.25,2017-08-22 08:30:00,2017-08-22 15:45:00
982276,75331.25,75317.5,2686.5,2685.75,2693.25,2684.25,2017-08-23 08:30:00,2017-08-23 15:45:00
1199435,75232.5,75218.5,2693.25,2688,2694.5,2680,2017-08-24 08:30:00,2017-08-24 15:45:00
991835,75387.5,75373.5,2692.5,2687.75,2699,2686.5,2017-08-25 08:30:00,2017-08-25 15:45:00
761863,75274.75,75261.5,2693.75,2689.75,2694.75,2683.5,2017-08-28 08:30:00,2017-08-28 15:45:00
1192484,75229.75,75215.75,2674.5,2692.75,2694,2671.75,2017-08-29 08:30:00,2017-08-29 15:45:00
1069152,75576.5,75562.75,2690.25,2701.5,2705.25,2688.25,2017-08-30 08:30:00,2017-08-30 15:45:00
1491740,75994,75980.25,2708.5,2715.5,2719.75,2707.75,2017-08-31 08:30:00,2017-08-31 15:45:00
811663,76248.25,76234.25,2721.25,2719,2725.25,2718.5,2017-09-01 08:30:00,2017-09-01 15:45:00
42482,40698.75,40691.25,2711.5,2713,2714.5,2710,2017-09-04 08:30:00,2017-09-04 17:15:00
1673844,75737,75723,2714.25,2705.25,2716.75,2691,2017-09-05 08:30:00,2017-09-05 15:45:00
1187146,75887,75873,2710.5,2710.75,2714.5,2703.75,2017-09-06 08:30:00,2017-09-06 15:45:00
207524,75888.75,75874.75,2713.75,2712.5,2714.75,2705.5,2017-09-07 08:30:00,2017-09-07 15:45:00
648458,75857.75,75844.25,2705.75,2708.25,2712.75,2704.5,2017-09-08 08:30:00,2017-09-08 15:45:00
816713,76464.5,76451,2721.25,2734.5,2734.75,2721.25,2017-09-11 08:30:00,2017-09-11 15:45:00
854365,76705.25,76691.75,2737.25,2742.5,2742.5,2735.5,2017-09-12 08:30:00,2017-09-12 15:45:00
806092,76752.5,76739.25,2738.25,2742.75,2743.25,2737,2017-09-13 08:30:00,2017-09-13 15:45:00
904118,76765.25,76752.5,2737.5,2741.5,2744,2736.75,2017-09-14 08:30:00,2017-09-14 15:45:00
1049119,76798,76784.75,2737.75,2746.25,2745.75,2737,2017-09-15 08:30:00,2017-09-15 15:45:00
927675,77029.5,77016,2748.75,2750.25,2753.75,2745.5,2017-09-18 08:30:00,2017-09-18 15:45:00
806448,77073.5,77060,2752.25,2751.25,2753.75,2749,2017-09-19 08:30:00,2017-09-19 15:45:00
1094643,77060.75,77047,2753,2753.5,2755,2741.75,2017-09-20 08:30:00,2017-09-20 15:45:00
968631,76990.25,76976.25,2752.25,2748.25,2752.5,2744.25,2017-09-21 08:30:00,2017-09-21 15:45:00
810855,76866.25,76852.75,2742.75,2746.75,2748.75,2742.25,2017-09-22 08:30:00,2017-09-22 15:45:00
1351015,76736,76722.25,2742.75,2745.5,2747.75,2732.75,2017-09-25 08:30:00,2017-09-25 15:45:00
959595,79617.25,79603.25,2746.25,2743.25,2749,2740,2017-09-26 08:30:00,2017-09-26 15:30:00
1378304,76987.5,76973.5,2750.25,2752.25,2757,2740.75,2017-09-27 08:30:00,2017-09-27 15:45:00
923743,79848.75,79835,2748,2755.75,2756,2747.75,2017-09-28 08:30:00,2017-09-28 15:30:00
1189417,77296,77283,2754.5,2765,2765.5,2752.5,2017-09-29 08:30:00,2017-09-29 15:45:00
957659,77587,77573,2766.25,2774.75,2774.75,2765.25,2017-10-02 08:30:00,2017-10-02 15:45:00
729014,77756.5,77742.75,2776,2780.75,2780.75,2773.5,2017-10-03 08:30:00,2017-10-03 15:45:00
822816,80685.5,80671.25,2778.75,2784,2785.75,2776.75,2017-10-04 08:30:00,2017-10-04 15:30:00
967466,78214,78200.75,2785.5,2797.25,2798.5,2785,2017-10-05 08:30:00,2017-10-05 15:45:00
